Dato;Pris;Fellesgjeld;Totalpris;BRA;Boligtype;Eieform;Byggeår;Fylke;Kommune;CityDistrict;Etasje;Soverom;Tomtestørrelse
2019-07-01;2870000;0;2870000;35;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;3;2;127,7
2019-07-01;3700000;0;3700000;222;Enebolig;Selveier;2013;Vestland;ØYGARDEN;NULL;NULL;3;1102
2019-07-01;2350000;0;2350000;39;Leilighet;Selveier;1965;Vestland;BERGEN;Bergenhus;2;2;415,1
2019-07-01;2830000;196028;3026028;65;Leilighet;Borettslag;1959;Vestland;BERGEN;Årstad;3;2;4801,4
2019-07-01;2505000;55061;2560061;91;Leilighet;Borettslag;1974;Vestland;BERGEN;Åsane;4;3;45322,4
2019-07-01;2250000;0;2250000;58;Leilighet;Selveier;2014;Vestland;ØYGARDEN;NULL;2;2;1594,5
2019-07-01;2175000;162938;2337938;69;Leilighet;Aksjeleilighet;1956;Vestland;BERGEN;Årstad;4;2;6995,4
2019-07-01;3310000;0;3310000;68;Leilighet;Selveier;1938;Vestland;BERGEN;Bergenhus;1;2;461,8
2019-07-01;1990000;0;1990000;82;Enebolig;Selveier;1907;Vestland;ØYGARDEN;NULL;NULL;2;220
2019-07-01;4500000;0;4500000;139;Enebolig;Selveier;2006;Vestland;ASKØY;NULL;NULL;2;1330,2
2019-07-01;2525000;0;2525000;45;Leilighet;Selveier;2005;Vestland;BERGEN;Bergenhus;2;1;12415,3
2019-07-01;3200000;174283;3374283;65;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;3;2;3399,9
2019-07-01;2880000;2016;2882016;70;Leilighet;Selveier;2001;Vestland;BERGEN;Fana;2;2;1643,7
2019-07-01;8300000;0;8300000;229;Enebolig;Selveier;1994;Vestland;BERGEN;Fana;NULL;2;951,7
2019-07-01;3100000;105150;3205150;90;Leilighet;Aksjeleilighet;1950;Vestland;BERGEN;Årstad;2;2;13605,6
2019-07-01;1630000;9770;1639770;22;Leilighet;Selveier;1965;Vestland;BERGEN;Årstad;3;1;1734,4
2019-07-01;1252500;0;1252500;28;Leilighet;Selveier;1967;Vestland;BERGEN;Laksevåg;8;NULL;1552,5
2019-07-01;3550000;0;3550000;259;Enebolig;Selveier;1992;Vestland;ØYGARDEN;NULL;NULL;3;2356,2
2019-07-01;3480000;229892;3709892;123;Leilighet;Selveier;1954;Vestland;BERGEN;Åsane;NULL;5;865,6
2019-07-01;2300000;0;2300000;60;Leilighet;Selveier;2004;Vestland;BERGEN;Laksevåg;2;1;4385
2019-07-01;2160000;0;2160000;50;Leilighet;Selveier;1930;Vestland;BERGEN;Laksevåg;3;1;1095,9
2019-07-01;2595000;21283;2616283;37;Leilighet;Selveier;1880;Vestland;BERGEN;Bergenhus;2;1;62,2
2019-07-01;2750000;396702;3146702;65;Leilighet;Borettslag;1957;Vestland;BERGEN;Årstad;3;2;12766,6
2019-07-01;2450000;0;2450000;122;Rekkehus;Selveier;1969;Vestland;BERGEN;Laksevåg;NULL;3;220,4
2019-07-01;2700000;0;2700000;60;Tomannsbolig;Selveier;1965;Vestland;BERGEN;Laksevåg;0;2;712
2019-07-01;4050000;0;4050000;58;Leilighet;Selveier;2003;Vestland;BERGEN;Bergenhus;3;2;3707,1
2019-07-01;3500000;0;3500000;92;Leilighet;Selveier;1932;Vestland;BERGEN;Bergenhus;1;2;238,3
2019-07-01;3080000;9000;3089000;71;Leilighet;Selveier;2004;Vestland;BERGEN;Fana;1;2;1555,2
2019-07-01;5600000;0;5600000;119;Tomannsbolig;Selveier;1952;Vestland;BERGEN;Årstad;NULL;3;455
2019-07-01;2850000;0;2850000;54;Leilighet;Selveier;1928;Vestland;BERGEN;Årstad;2;1;227,7
2019-07-01;2400000;499593;2899593;102;Leilighet;Borettslag;1987;Vestland;BERGEN;Ytrebygda;5;3;17514,1
2019-07-01;6425000;0;6425000;140;Leilighet;Selveier;2001;Vestland;BERGEN;Åsane;3;2;3994,6
2019-07-01;2500000;0;2500000;155;Leilighet;Selveier;2005;Vestland;ØYGARDEN;NULL;2;4;917
2019-07-01;2750000;0;2750000;80;Leilighet;Selveier;2007;Vestland;BERGEN;Arna;2;2;1947,7
2019-07-01;3150000;0;3150000;73;Leilighet;Selveier;1932;Vestland;BERGEN;Bergenhus;2;2;238,3
2019-07-01;1500000;26076;1526076;58;Leilighet;Selveier;1990;Vestland;BERGEN;Ytrebygda;3;2;9749,8
2019-07-01;2410000;0;2410000;39;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;1;2;95,9
2019-07-01;4050000;0;4050000;144;Enebolig;Selveier;1999;Vestland;BERGEN;Laksevåg;NULL;3;295,3
2019-07-01;3650000;0;3650000;85;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;3;3;2923,7
2019-07-01;3630000;0;3630000;61;Leilighet;Selveier;1951;Vestland;BERGEN;Bergenhus;3;NULL;1316,2
2019-07-01;1700000;0;1700000;112;Enebolig;Selveier;1956;Vestland;BJØRNAFJORDEN;NULL;NULL;3;1165,7
2019-07-01;3900000;0;3900000;55;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;3;2;87,7
2019-07-01;3120000;0;3120000;68;Leilighet;Selveier;1920;Vestland;BERGEN;Bergenhus;3;2;440,2
2019-07-01;3675000;0;3675000;62;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;2;3;91,3
2019-07-01;1850000;0;1850000;40;Leilighet;Selveier;2016;Vestland;BJØRNAFJORDEN;NULL;3;1;2568,4
2019-07-01;4200000;0;4200000;74;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;2;3;98,6
2019-07-01;3100000;0;3100000;53;Leilighet;Selveier;2013;Vestland;BERGEN;Årstad;4;2;4328,1
2019-07-01;3200000;0;3200000;225;Enebolig;Selveier;1977;Vestland;ALVER;NULL;NULL;5;930,2
2019-07-01;3320000;0;3320000;86;Leilighet;Selveier;2008;Vestland;BERGEN;Fana;1;2;2889,6
2019-07-01;3375000;0;3375000;178;Enebolig;Selveier;1985;Vestland;ØYGARDEN;NULL;NULL;4;839
2019-07-01;2875000;0;2875000;76;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;2;2;11426
2019-07-01;2900000;0;2900000;176;Enebolig;Selveier;1986;Vestland;AUSTRHEIM;NULL;NULL;3;1087,4
2019-07-01;3100000;0;3100000;233;Enebolig;Selveier;1905;Vestland;BERGEN;Åsane;NULL;5;875,1
2019-07-01;2400000;310794;2710794;112;Rekkehus;Borettslag;1977;Vestland;ASKØY;NULL;2;4;6975,8
2019-07-01;3600000;0;3600000;60;Leilighet;Selveier;1899;Vestland;BERGEN;Bergenhus;NULL;2;89
2019-07-01;1650000;0;1650000;32;Leilighet;Selveier;1972;Vestland;BERGEN;Åsane;1;1;1159,9
2019-07-01;3800000;0;3800000;136;Rekkehus;Selveier;1974;Vestland;BERGEN;Åsane;NULL;3;313,1
2019-07-01;2700000;83226;2783226;38;Leilighet;Selveier;1896;Vestland;BERGEN;Bergenhus;5;1;903,8
2019-07-01;2150000;0;2150000;144;Enebolig;Selveier;1869;Vestland;OSTERØY;NULL;NULL;2;13206,7
2019-07-01;2300000;0;2300000;81;Tomannsbolig;Selveier;2014;Vestland;ALVER;NULL;NULL;3;464,6
2019-07-01;12350000;0;12350000;203;Enebolig;Selveier;2019;Vestland;BERGEN;Fana;NULL;5;638,4
2019-07-01;2550000;0;2550000;36;Leilighet;Selveier;1916;Vestland;BERGEN;Bergenhus;1;2;151,1
2019-07-01;4020000;0;4020000;59;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;2;2;87,7
2019-07-01;4900000;0;4900000;157;Tomannsbolig;Selveier;1995;Vestland;BERGEN;Ytrebygda;NULL;3;1739
2019-07-01;3000000;0;3000000;48;Leilighet;Selveier;2014;Vestland;BERGEN;Årstad;2;1;523
2019-07-01;4100000;73687;4173687;80;Leilighet;Selveier;1911;Vestland;BERGEN;Bergenhus;4;3;262,8
2019-07-01;4150000;0;4150000;87;Leilighet;Selveier;2016;Vestland;ASKØY;NULL;2;2;30,3
2019-07-01;2970000;48000;3018000;111;Leilighet;Selveier;1983;Vestland;BERGEN;Laksevåg;2;3;9920,8
2019-07-01;3680000;0;3680000;134;Tomannsbolig;Selveier;1962;Vestland;BERGEN;Laksevåg;NULL;2;446,5
2019-07-01;3170000;0;3170000;83;Leilighet;Selveier;1932;Vestland;BERGEN;Årstad;NULL;2;327,1
2019-07-01;8750000;0;8750000;278;Enebolig;Selveier;1911;Vestland;BERGEN;Årstad;NULL;4;1001,1
2019-07-01;3100000;0;3100000;48;Leilighet;Borettslag;2005;Vestland;BERGEN;Bergenhus;4;1;NULL
2019-07-01;1480000;0;1480000;18;Leilighet;Selveier;1956;Vestland;BERGEN;Bergenhus;3;1;1670,3
2019-07-01;3750000;0;3750000;120;Leilighet;Selveier;1988;Vestland;BERGEN;Åsane;3;3;5968,6
2019-07-01;3500000;0;3500000;67;Leilighet;Selveier;1934;Vestland;BERGEN;Bergenhus;1;3;266,2
2019-07-01;2500000;0;2500000;122;Leilighet;Selveier;2004;Vestland;BJØRNAFJORDEN;NULL;2;3;6818,3
2019-07-01;5100000;0;5100000;199;Enebolig;Selveier;1983;Vestland;BERGEN;Fana;NULL;NULL;1034,7
2019-07-01;2580000;0;2580000;58;Leilighet;Selveier;2016;Vestland;BERGEN;Ytrebygda;1;1;946,5
2019-07-01;3700000;0;3700000;69;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;2;2;7147,9
2019-07-01;2450000;209691;2659691;106;Leilighet;Borettslag;1976;Vestland;BERGEN;Åsane;3;3;15288,4
2019-07-01;3605000;9000;3614000;81;Leilighet;Selveier;2012;Vestland;BERGEN;Ytrebygda;3;2;7857,8
2019-07-01;2920000;0;2920000;116;Tomannsbolig;Selveier;2013;Vestland;ØYGARDEN;NULL;NULL;3;633,2
2019-07-01;4700000;NULL;4700000;173;Enebolig;Selveier;1986;Vestland;BERGEN;Laksevåg;NULL;NULL;381,3
2019-07-01;1550000;28303;1578303;65;Leilighet;Selveier;1954;Vestland;OSTERØY;NULL;3;2;2600,2
2019-07-01;9550000;0;9550000;133;Leilighet;Selveier;2006;Vestland;BERGEN;Årstad;5;3;7938,8
2019-07-01;2250000;0;2250000;74;Tomannsbolig;Selveier;2005;Vestland;ASKØY;NULL;1;2;436
2019-07-01;1995000;0;1995000;45;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;2;1;5754,5
2019-07-01;2150000;250558;2400558;40;Leilighet;Borettslag;1968;Vestland;BERGEN;Årstad;4;1;1543,1
2019-07-01;2310000;65430;2375430;66;Leilighet;Borettslag;1952;Vestland;BERGEN;Laksevåg;4;2;632,8
2019-07-01;4425000;0;4425000;98;Tomannsbolig;Selveier;2010;Vestland;BERGEN;Ytrebygda;NULL;2;178,4
2019-07-01;2500000;0;2500000;123;Enebolig;Selveier;1992;Vestland;ØYGARDEN;NULL;NULL;4;517,7
2019-07-01;3520000;0;3520000;61;Leilighet;Selveier;1899;Vestland;BERGEN;Bergenhus;1;2;154,4
2019-07-01;4250000;0;4250000;125;Leilighet;Selveier;2015;Vestland;ASKØY;NULL;1;3;4338,4
2019-07-01;2075000;96209;2171209;34;Leilighet;Selveier;1958;Vestland;BERGEN;Bergenhus;3;1;2921,3
2019-07-01;2680000;0;2680000;70;Leilighet;Selveier;1919;Vestland;BERGEN;Årstad;2;2;962,7
2019-07-01;2790000;0;2790000;103;Leilighet;Selveier;1993;Vestland;ASKØY;NULL;1;3;6589,5
2019-07-01;2500000;1551;2501551;89;Leilighet;Borettslag;1988;Vestland;BERGEN;Ytrebygda;2;2;27850,9
2019-07-01;5300000;0;5300000;218;Rekkehus;Selveier;1971;Vestland;BERGEN;Fana;NULL;5;809,9
2019-07-01;3200000;0;3200000;129;Rekkehus;Selveier;1955;Vestland;BERGEN;Årstad;NULL;3;302,3
2019-07-01;5905000;0;5905000;119;Leilighet;Selveier;1780;Vestland;BERGEN;Bergenhus;NULL;3;72,3
2019-07-01;6900000;0;6900000;212;Enebolig;Selveier;1975;Vestland;BERGEN;Åsane;NULL;3;1211,1
2019-07-01;2300000;0;2300000;48;Leilighet;Selveier;1924;Vestland;BERGEN;Årstad;1;1;421,1
2019-07-01;3250000;0;3250000;46;Leilighet;Selveier;2016;Vestland;BERGEN;Årstad;6;1;5180,8
2019-07-01;2500000;83205;2583205;84;Leilighet;Borettslag;1973;Vestland;BERGEN;Åsane;2;2;61860,3
2019-07-01;2450000;267504;2717504;93;Leilighet;Borettslag;1970;Vestland;BERGEN;Fana;2;2;23540,3
2019-07-01;3350000;0;3350000;51;Leilighet;Selveier;2013;Vestland;BERGEN;Årstad;3;1;3899
2019-07-01;2270000;0;2270000;138;Tomannsbolig;Selveier;2015;Vestland;ALVER;NULL;NULL;3;2377
2019-07-01;3640000;0;3640000;103;Enebolig;Selveier;1967;Vestland;BERGEN;Laksevåg;NULL;2;536,1
2019-07-01;1950000;0;1950000;58;Leilighet;Selveier;1942;Vestland;BERGEN;Arna;1;2;499,2
2019-07-01;5000000;0;5000000;183;Tomannsbolig;Selveier;2005;Vestland;BERGEN;Åsane;NULL;4;5516
2019-07-01;1350000;0;1350000;25;Leilighet;Selveier;1967;Vestland;BERGEN;Laksevåg;8;NULL;1552,5
2019-07-01;2450000;213338;2663338;75;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;3;1;48704,6
2019-07-01;2850000;83383;2933383;69;Leilighet;Borettslag;1948;Vestland;BERGEN;Bergenhus;2;2;1617,6
2019-07-01;5750000;0;5750000;186;Enebolig;Selveier;2019;Vestland;BERGEN;Laksevåg;NULL;4;862,9
2019-07-01;3775000;0;3775000;171;Enebolig;Selveier;1980;Vestland;BERGEN;Laksevåg;NULL;4;853,2
2019-07-01;3190000;0;3190000;61;Leilighet;Selveier;1954;Vestland;BERGEN;Årstad;3;2;1803,9
2019-07-01;2615000;0;2615000;34;Leilighet;Selveier;1884;Vestland;BERGEN;Bergenhus;1;1;124,6
2019-07-01;2800000;0;2800000;36;Leilighet;Selveier;2005;Vestland;BERGEN;Bergenhus;4;1;468,9
2019-07-01;2700000;0;2700000;50;Leilighet;Selveier;1916;Vestland;BERGEN;Årstad;1;2;358,2
2019-07-01;2370000;109;2370109;53;Leilighet;Borettslag;1971;Vestland;BERGEN;Fyllingsdalen;1;1;36286,8
2019-07-01;2500000;80733;2580733;65;Leilighet;Aksjeleilighet;1951;Vestland;BERGEN;Årstad;2;2;2065,8
2019-07-01;3900000;0;3900000;119;Leilighet;Selveier;2003;Vestland;BERGEN;Fana;2;4;2708,3
2019-07-01;2660000;0;2660000;96;Leilighet;Selveier;2003;Vestland;ØYGARDEN;NULL;2;3;632,6
2019-07-01;1030000;0;1030000;49;Leilighet;Selveier;1951;Vestland;ALVER;NULL;1;1;1379,8
2019-07-01;2850000;0;2850000;65;Leilighet;Selveier;2016;Vestland;BERGEN;Fyllingsdalen;3;1;5690,9
2019-07-01;4200000;0;4200000;79;Leilighet;Selveier;2016;Vestland;BERGEN;Årstad;3;2;5180,8
2019-07-01;2970000;0;2970000;88;Leilighet;Selveier;1938;Vestland;BERGEN;Årstad;3;1;210
2019-07-01;1100000;312030;1412030;19;Leilighet;Borettslag;2004;Vestland;BERGEN;Årstad;4;NULL;492,4
2019-07-01;4150000;0;4150000;156;Leilighet;Selveier;2007;Vestland;ØYGARDEN;NULL;2;3;1388
2019-07-01;4250000;0;4250000;78;Leilighet;Selveier;1913;Vestland;BERGEN;Bergenhus;2;3;153,8
2019-07-01;2200000;609000;2809000;70;Leilighet;Borettslag;1950;Vestland;BERGEN;Laksevåg;3;2;355,3
2019-07-01;4650000;0;4650000;154;Enebolig;Selveier;1997;Vestland;BERGEN;Åsane;NULL;3;703,1
2019-07-01;1965000;0;1965000;64;Leilighet;Selveier;2003;Vestland;ØYGARDEN;NULL;1;1;632,6
2019-07-01;3100000;0;3100000;120;Leilighet;Selveier;2005;Vestland;ALVER;NULL;2;4;1154,7
2019-07-01;4300000;0;4300000;217;Enebolig;Selveier;1985;Vestland;ASKØY;NULL;NULL;3;884,3
2019-07-01;1935000;266332;2201332;33;Leilighet;Borettslag;1895;Vestland;BERGEN;Bergenhus;2;1;130,7
2019-07-01;1590000;136854;1726854;36;Leilighet;Aksjeleilighet;1958;Vestland;BERGEN;Årstad;8;NULL;48704,6
2019-07-01;2465000;0;2465000;61;Leilighet;Selveier;1947;Vestland;BERGEN;Årstad;1;2;534,7
2019-07-01;2150000;1180000;3330000;60;Leilighet;Borettslag;1918;Vestland;BERGEN;Årstad;2;2;326,6
2019-07-01;2290000;0;2290000;122;Tomannsbolig;Selveier;1993;Vestland;ALVER;NULL;NULL;4;756,4
2019-07-01;2500000;0;2500000;54;Leilighet;Selveier;1937;Vestland;BERGEN;Årstad;1;2;234
2019-07-01;3960000;0;3960000;142;Enebolig;Selveier;2004;Vestland;ØYGARDEN;NULL;NULL;4;947,4
2019-07-01;6150000;0;6150000;120;Tomannsbolig;Selveier;2016;Vestland;BERGEN;Åsane;2;3;95,3
2019-07-01;2115000;55000;2170000;46;Leilighet;Aksjeleilighet;NULL;Vestland;BERGEN;Bergenhus;5;1;2506,6
2019-07-01;1850000;43929;1893929;66;Leilighet;Borettslag;1980;Vestland;BERGEN;Årstad;2;1;16715,9
2019-07-01;3350000;0;3350000;97;Leilighet;Selveier;2018;Vestland;ASKØY;NULL;1;3;1331,4
2019-07-01;3170000;9000;3179000;81;Leilighet;Selveier;2007;Vestland;BERGEN;Laksevåg;1;2;8528,7
2019-07-01;2250000;0;2250000;53;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;1;1;11426
2019-07-01;2560000;0;2560000;39;Leilighet;Selveier;1918;Vestland;BERGEN;Bergenhus;2;1;122,4
2019-07-01;3450000;0;3450000;163;Enebolig;Selveier;1983;Vestland;ALVER;NULL;NULL;4;770,2
2019-07-01;2475000;0;2475000;45;Leilighet;Selveier;1927;Vestland;BERGEN;Årstad;1;1;571,8
2019-07-01;3090000;124091;3214091;85;Leilighet;Borettslag;1972;Vestland;BERGEN;Fana;2;3;57191,9
2019-07-01;1930000;576000;2506000;40;Leilighet;Borettslag;2005;Vestland;BERGEN;Årstad;7;1;492,4
2019-07-01;2410000;0;2410000;65;Leilighet;Selveier;1990;Vestland;BERGEN;Årstad;3;2;8983,1
2019-07-01;3550000;0;3550000;63;Leilighet;Selveier;2014;Vestland;BERGEN;Årstad;4;2;523
2019-07-01;2040000;961104;3001104;91;Leilighet;Borettslag;1965;Vestland;BERGEN;Årstad;3;3;5765,6
2019-07-01;2750000;0;2750000;33;Leilighet;Selveier;1900;Vestland;BERGEN;Bergenhus;3;1;301,2
2019-07-01;2300000;0;2300000;52;Leilighet;Selveier;2016;Vestland;ASKØY;NULL;1;1;2453,1
2019-07-01;2410000;39227;2449227;37;Leilighet;Selveier;1937;Vestland;BERGEN;Bergenhus;3;1;591,8
2019-07-01;1990000;174000;2164000;83;Leilighet;Borettslag;1972;Vestland;BERGEN;Laksevåg;10;2;69785,8
2019-07-01;3050000;522000;3572000;104;Leilighet;Borettslag;1982;Vestland;BERGEN;Laksevåg;4;3;37366,3
2019-07-01;2300000;0;2300000;47;Leilighet;Selveier;1924;Vestland;BERGEN;Årstad;1;1;421,1
2019-07-01;2800000;0;2800000;113;Leilighet;Selveier;2006;Vestland;ØYGARDEN;NULL;2;3;4243,3
2019-07-01;1490000;0;1490000;26;Leilighet;Borettslag;1969;Vestland;BERGEN;Årstad;2;NULL;544,4
2019-07-01;2100000;0;2100000;46;Leilighet;Selveier;1936;Vestland;BERGEN;Årstad;1;1;333,4
2019-07-01;3130000;69361;3199361;40;Leilighet;Selveier;1896;Vestland;BERGEN;Bergenhus;1;1;213,2
2019-07-01;3350000;0;3350000;196;Enebolig;Selveier;1974;Vestland;ØYGARDEN;NULL;NULL;3;969,7
2019-07-01;2200000;174000;2374000;83;Leilighet;Borettslag;1972;Vestland;BERGEN;Laksevåg;1;2;69785,8
2019-07-01;1700000;337921;2037921;75;Leilighet;Borettslag;1987;Vestland;BERGEN;Laksevåg;5;2;25833,2
2019-07-01;1160000;1030116;2190116;42;Leilighet;Borettslag;1891;Vestland;BERGEN;Bergenhus;1;1;177,6
2019-07-01;3650000;0;3650000;142;Tomannsbolig;Selveier;2016;Vestland;BJØRNAFJORDEN;NULL;NULL;4;8507
2019-07-01;2760000;52535;2812535;67;Leilighet;Aksjeleilighet;1951;Vestland;BERGEN;Årstad;2;2;2127,8
2019-07-01;2670000;0;2670000;61;Leilighet;Selveier;1935;Vestland;BERGEN;Årstad;1;2;516,9
2019-07-01;2385000;602322;2987322;78;Leilighet;Aksjeleilighet;1951;Vestland;BERGEN;Årstad;2;2;5971,9
2019-07-01;7250000;0;7250000;259;Enebolig;Selveier;1982;Vestland;BERGEN;Ytrebygda;NULL;4;933,7
2019-07-01;1850000;137000;1987000;40;Leilighet;Borettslag;1976;Vestland;BERGEN;Laksevåg;3;1;88221
2019-07-01;2450000;101249;2551249;53;Leilighet;Borettslag;1924;Vestland;BERGEN;Bergenhus;2;1;4228,2
2019-07-01;2560000;0;2560000;40;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;1;1;218,7
2019-07-01;3130000;0;3130000;48;Leilighet;Selveier;1898;Vestland;BERGEN;Bergenhus;3;1;159,9
2019-07-01;3880000;0;3880000;67;Leilighet;Selveier;1935;Vestland;BERGEN;Bergenhus;1;3;288,6
2019-07-01;3960000;0;3960000;116;Rekkehus;Selveier;2007;Vestland;BERGEN;Fana;NULL;3;6826
2019-07-01;2250000;0;2250000;36;Leilighet;Selveier;1923;Vestland;BERGEN;Bergenhus;1;1;2455,2
2019-07-01;2050000;0;2050000;49;Leilighet;Selveier;2015;Vestland;BJØRNAFJORDEN;NULL;1;1;5430,2
2019-07-01;2070000;207000;2277000;79;Leilighet;Borettslag;1971;Vestland;BERGEN;Laksevåg;2;NULL;46771,6
2019-07-01;1690000;355500;2045500;31;Leilighet;Aksjeleilighet;1952;Vestland;BERGEN;Laksevåg;1;1;540,9
2019-07-01;2450000;0;2450000;46;Leilighet;Selveier;1916;Vestland;BERGEN;Årstad;1;1;854,6
2019-07-01;8980000;0;8980000;249;Enebolig;Selveier;2017;Vestland;BERGEN;Fyllingsdalen;NULL;5;635,7
2019-07-01;7150000;0;7150000;199;Enebolig;Selveier;1960;Vestland;BERGEN;Åsane;NULL;4;742
2019-07-01;2970000;0;2970000;73;Leilighet;Selveier;2012;Vestland;BERGEN;Fana;1;2;8981,6
2019-07-01;1430000;593873;2023873;42;Leilighet;Borettslag;1965;Vestland;BERGEN;Årstad;4;NULL;8806,6
2019-07-01;3890000;199138;4089138;69;Leilighet;Selveier;1890;Vestland;BERGEN;Bergenhus;3;2;203,4
2019-07-01;1650000;113255;1763255;53;Leilighet;Borettslag;1967;Vestland;BERGEN;Fyllingsdalen;8;1;48008,2
2019-07-01;2065000;326539;2391539;43;Leilighet;Borettslag;1979;Vestland;BERGEN;Årstad;3;1;1065,5
2019-07-01;3000000;79981;3079981;68;Leilighet;Borettslag;1948;Vestland;BERGEN;Bergenhus;4;2;2267,4
2019-07-01;3520000;0;3520000;80;Leilighet;Selveier;2014;Vestland;BERGEN;Fana;2;2;23870,8
2019-07-01;4200000;0;4200000;65;Leilighet;Selveier;2017;Vestland;BERGEN;Årstad;6;2;5180,8
2019-07-01;3250000;0;3250000;64;Leilighet;Selveier;2014;Vestland;BERGEN;Årstad;2;1;2068,5
2019-07-01;2700000;442515;3142515;121;Leilighet;Borettslag;1980;Vestland;BERGEN;Laksevåg;2;3;42166,2
2019-07-01;2100000;0;2100000;34;Leilighet;Selveier;2007;Vestland;BERGEN;Bergenhus;2;1;472
2019-07-01;1990000;103108;2093108;74;Leilighet;Borettslag;1966;Vestland;BERGEN;Fyllingsdalen;2;1;48008,2
2019-07-01;2250000;181306;2431306;83;Leilighet;Borettslag;1971;Vestland;BERGEN;Fyllingsdalen;2;3;12485,3
2019-07-01;3100000;0;3100000;87;Enebolig;Selveier;1959;Vestland;BERGEN;Fana;NULL;1;948,8
2019-07-01;3000000;0;3000000;139;Rekkehus;Selveier;1973;Vestland;BERGEN;Laksevåg;NULL;3;236,3
2019-07-01;3350000;0;3350000;141;Tomannsbolig;Selveier;2007;Vestland;BJØRNAFJORDEN;NULL;2;5;4068
2019-07-01;3000000;0;3000000;55;Leilighet;Selveier;2016;Vestland;BERGEN;Ytrebygda;1;1;3905,9
2019-07-01;2900000;112274;3012274;123;Leilighet;Borettslag;1987;Vestland;BERGEN;Fana;2;2;14803,7
2019-07-01;1650000;51440;1701440;29;Leilighet;Selveier;1963;Vestland;BERGEN;Laksevåg;3;1;1366,4
2019-07-01;2490000;103377;2593377;59;Leilighet;Borettslag;1960;Vestland;BERGEN;Årstad;1;1;38166,7
2019-07-01;2600000;0;2600000;56;Leilighet;Selveier;2014;Vestland;BERGEN;Åsane;1;2;4603,6
2019-07-01;2600000;0;2600000;32;Leilighet;Selveier;1886;Vestland;BERGEN;Bergenhus;2;1;153,2
2019-07-01;4290000;0;4290000;139;Enebolig;Selveier;1993;Vestland;BJØRNAFJORDEN;NULL;NULL;3;1335,8
2019-07-01;3990000;0;3990000;73;Leilighet;Selveier;1923;Vestland;BERGEN;Bergenhus;3;3;2455,2
2019-07-01;5150000;0;5150000;156;Enebolig;Selveier;1985;Vestland;BERGEN;Fyllingsdalen;NULL;3;736,4
2019-07-01;8500000;0;8500000;129;Leilighet;Selveier;2016;Vestland;BERGEN;Fana;6;3;7453,9
2019-07-01;2700000;0;2700000;59;Leilighet;Selveier;1932;Vestland;BERGEN;Årstad;1;2;405,4
2019-07-01;3200000;161676;3361676;66;Leilighet;Selveier;1959;Vestland;BERGEN;Årstad;1;3;10248,9
2019-07-01;2420000;72661;2492661;111;Rekkehus;Borettslag;1970;Vestland;ASKØY;NULL;1;3;8880,5
2019-07-01;6600000;0;6600000;160;Enebolig;Selveier;2018;Vestland;BERGEN;Fana;NULL;4;498,1
2019-07-01;2050000;0;2050000;61;Leilighet;Selveier;1995;Vestland;ASKØY;NULL;1;1;1067,7
2019-07-01;3270000;0;3270000;48;Leilighet;Selveier;2014;Vestland;BERGEN;Årstad;6;1;2068,5
2019-07-01;2790000;0;2790000;65;Leilighet;Selveier;1955;Vestland;BERGEN;Laksevåg;1;2;805
2019-07-01;2640000;88069;2728069;74;Leilighet;Borettslag;1963;Vestland;BERGEN;Bergenhus;1;2;4544
2019-07-01;2350000;0;2350000;68;Leilighet;Selveier;2016;Vestland;ALVER;NULL;1;2;43,4
2019-07-01;3200000;0;3200000;207;Enebolig;Selveier;1973;Vestland;ASKØY;NULL;NULL;3;924,1
2019-07-01;2250000;0;2250000;48;Leilighet;Selveier;1939;Vestland;BERGEN;Årstad;3;1;296,7
2019-07-01;3500000;0;3500000;142;Enebolig;Selveier;1911;Vestland;BERGEN;Åsane;NULL;3;815,8
2019-07-01;3050000;9000;3059000;80;Leilighet;Selveier;2007;Vestland;BERGEN;Laksevåg;1;2;8528,7
2019-07-01;5200000;0;5200000;184;Enebolig;Selveier;1961;Vestland;BERGEN;Ytrebygda;NULL;5;1909,1
2019-07-01;880000;0;880000;24;Leilighet;Borettslag;1961;Vestland;BERGEN;Laksevåg;2;NULL;936,4
2019-07-01;2490000;322073;2812073;77;Leilighet;Borettslag;1967;Vestland;BERGEN;Fana;1;3;50831,2
2019-07-01;3400000;0;3400000;74;Leilighet;Selveier;1963;Vestland;BERGEN;Årstad;2;2;646,2
2019-07-01;2750000;0;2750000;43;Leilighet;Selveier;1909;Vestland;BERGEN;Bergenhus;1;1;239,1
